user_id,user_followers_count,user_friends_count,lat_final,lng_final,user_event_attitude,sentiment_trend,topic,Extroversion,Neuroticism,Agreeableness,Conscientiousness,Openness,tone_of_voice,text_average_count,panic_user
483223,990,666,37.751471,-122.412415,"uninformed, indifferent, distracted","[-1, 0, 0, 0, 0, -1, 0, -1, -1, 0, -1, 0, 0, 0, 0, -1, -1, 0, -1, -1, -1, 0, 0, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.518574715902408,0.5428533131877581,0.4460460320115089,0.2973450881739457,0.5236539430916309,"sarcastic, opinionated, skeptical",3.4285714285714284,1
612473,1031909,95,51.5,-0.1166667,"indifferent, distracted, uninvolved","[1, 0, 0, 1, 0, 0, 0, 0, 1, -1, 1, 0, -1, -1, 0, -1, -1, 0, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Others, Sports and Entertainment",0.5386107124780354,0.5493684865926441,0.4212779779183237,0.2687508895208961,0.533356343445025,"informative, varied, neutral",2.7142857142857144,1
624413,560705,102,37.759881,-122.437392,"neutral, indifferent, unrelated","[-1, -1, 0, 0, 0, 0, -1, 1, 0, 0, 0, 1, 0]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Sports and Entertainment",0.5281555171196277,0.545367575608767,0.438106364928759,0.2894636381130952,0.5275488243653224,"informative, analytical, professional",2.6,1
665833,885,220,40.2788888888889,-82.7927777777778,"indifferent, unaffected, neutral","[0, -1, 0, 0, 0, -1, 1, 0, -1, 0, 0, 0, -1, 0, -1, -1, -1]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections",0.5179533993496614,0.5449797861716327,0.4426478953922496,0.2980890133801628,0.5183545333497664,"passionate, critical, frustrated",4.25,1
677103,622,1754,34.0193936,-118.4108248,"indifferent, political, unrelated","[1, 0, -1, -1, 0, -1, 0, 0, 0, -1, -1, 0, 0]","Natural Disasters and Weather, Society and News, Technology and Innovation, Economy and Business, Politics and Elections",0.513670971760383,0.5354381341200608,0.4460396904211778,0.2970929925258343,0.4972063486392681,"critical, confrontational, partisan",2.1666666666666665,1
742143,2659495,57,51.5,-0.1166667,"neutral, indifferent, unaware","[1, 0, 0, 1, 0, 0, 0, 1, 0, -1, 0, -1, -1, 0, 0, -1, -1]","Natural Disasters and Weather, Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.5550703388803145,0.54730864833383,0.4187536064316244,0.2687283447560142,0.541208779110628,"informative, analytical, diverse",2.4285714285714284,1
754485,16536,4075,40.75626793,-73.98659274,"neutral, indifferent, unaffected","[0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1]","Society and News, Energy and Environment, Technology and Innovation, Politics and Elections, Economy and Business, Others, Sports and Entertainment",0.5368208167729555,0.5454142601401718,0.4377941257423824,0.2801877580307148,0.535618085552145,"informative, observant, neutral",3.857142857142857,1
807095,6299139,696,53.9666667,-1.0833333,"neutral, indifferent, unrelated","[1, 0, 0, 0, -1, -1, 0, -1, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1]","Society and News, Energy and Environment, Technology and Innovation, Economy and Business, Politics and Elections, Sports and Entertainment",0.5119632283846537,0.5447750257121192,0.4445814258522457,0.2978124808933999,0.5361471639739143,"informative, professional, varied",2.571428571428572,1
810424,69443,266,53.9666667,-1.0833333,"indifferent, unaware, neutral","[0, -1, 0, 0, -1, 1, -1, 0, 0, 0, 0]","Natural Disasters and Weather, Society and News, Sports and Entertainment, Energy and Environment",0.530355076898228,0.5524083809419111,0.4252965179356662,0.2750505940480666,0.5287762663581155,"informative, sarcastic, urban",2.2,1
817386,119220,3,37.759881,-122.437392,"indifferent, detached, unconcerned","[0, 1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 1, 0]","Economy and Business, Society and News, Sports and Entertainment, Politics and Elections",0.5408285546302796,0.5436793541908265,0.4205572640895843,0.2657584077119827,0.5417460989952088,"informative, professional, analytical",3.571428571428572,0
